problemName,vehicleFileID,cutoffTime,problemType,problemTypeString,numUAVs,numTrucks,requireTruckAtDepot,requireDriver,Etype,ITER,runString,numCustomers,timestamp,ofv,bestBound,totalTime,isOptimal,numUAVcust,numTruckCust,waitingTruck,waitingUAV
20170608T121458174165,103,3600,1, mFSTSP IP,1,-1, True, True,1,-1, main.py 20170608T121458174165 103 3600 1 1 -1 1 1 1 -1,8, 2019-06-28 05:57:25,5133.030666,5133.030666,4.942127, True,2,6,180,327.025326
20170608T121458174165,103,3600,1, mFSTSP IP,2,-1, True, True,1,-1, main.py 20170608T121458174165 103 3600 1 2 -1 1 1 1 -1,8, 2019-06-28 05:57:30,5133.030665,5133.030665,13.652537, True,2,6,179.999999,4012.808576
20170608T121458174165,103,3600,1, mFSTSP IP,3,-1, True, True,1,-1, main.py 20170608T121458174165 103 3600 1 3 -1 1 1 1 -1,8, 2019-06-28 05:57:44,5133.030665,5133.030665,11.159051, True,2,6,179.999999,327.025326
20170608T121458174165,103,3600,1, mFSTSP IP,4,-1, True, True,1,-1, main.py 20170608T121458174165 103 3600 1 4 -1 1 1 1 -1,8, 2019-06-28 05:57:55,5133.030665,5133.030665,38.327447, True,2,6,179.999999,4012.808575
20170608T121458174165,104,3600,1, mFSTSP IP,1,-1, True, True,1,-1, main.py 20170608T121458174165 104 3600 1 1 -1 1 1 1 -1,8, 2019-06-28 05:58:34,4231.029473,4231.029473,51.099155, True,2,6,187.383054,405.86555
20170608T121458174165,104,3600,1, mFSTSP IP,2,-1, True, True,1,-1, main.py 20170608T121458174165 104 3600 1 2 -1 1 1 1 -1,8, 2019-06-28 05:59:26,3067.161662,3067.161662,22.65724, True,4,4,345.173129,243.576548
20170608T121458174165,104,3600,1, mFSTSP IP,3,-1, True, True,1,-1, main.py 20170608T121458174165 104 3600 1 3 -1 1 1 1 -1,8, 2019-06-28 05:59:49,2756.986933,2756.986933,34.445773, True,5,3,476.588114,649.773867
20170608T121458174165,104,3600,1, mFSTSP IP,4,-1, True, True,1,-1, main.py 20170608T121458174165 104 3600 1 4 -1 1 1 1 -1,8, 2019-06-28 06:00:23,2658.673853,2658.673853,58.137378, True,6,2,480.690633,1551.985373
20170608T121529379067,101,3600,1, mFSTSP IP,1,-1, True, True,1,-1, main.py 20170608T121529379067 101 3600 1 1 -1 1 1 1 -1,8, 2019-06-28 06:01:22,4342.372647,4342.372647,13.589919, True,0,8,0,0
20170608T121529379067,101,3600,1, mFSTSP IP,2,-1, True, True,1,-1, main.py 20170608T121529379067 101 3600 1 2 -1 1 1 1 -1,8, 2019-06-28 06:01:36,4264.637951,4264.637951,18.954463, True,2,6,180,1541.27039
20170608T121529379067,101,3600,1, mFSTSP IP,3,-1, True, True,1,-1, main.py 20170608T121529379067 101 3600 1 3 -1 1 1 1 -1,8, 2019-06-28 06:01:55,4264.637951,4264.637951,31.783665, True,2,6,180,497.905275
20170608T121529379067,101,3600,1, mFSTSP IP,4,-1, True, True,1,-1, main.py 20170608T121529379067 101 3600 1 4 -1 1 1 1 -1,8, 2019-06-28 06:02:27,4264.637951,4264.637951,159.173301, True,2,6,180,441.115285
20170608T121529379067,102,3600,1, mFSTSP IP,1,-1, True, True,1,-1, main.py 20170608T121529379067 102 3600 1 1 -1 1 1 1 -1,8, 2019-06-28 06:05:07,3602.899092,3602.899092,17.687984, True,3,5,240,728.00534
20170608T121529379067,102,3600,1, mFSTSP IP,2,-1, True, True,1,-1, main.py 20170608T121529379067 102 3600 1 2 -1 1 1 1 -1,8, 2019-06-28 06:05:25,3602.899091,3602.899091,84.47852, True,3,5,269.999999,4988.249826
20170608T121529379067,102,3600,1, mFSTSP IP,3,-1, True, True,1,-1, main.py 20170608T121529379067 102 3600 1 3 -1 1 1 1 -1,8, 2019-06-28 06:06:49,3602.899092,3602.899092,1079.583715, True,3,5,270,6022.963802
20170608T121529379067,102,3600,1, mFSTSP IP,4,-1, True, True,1,-1, main.py 20170608T121529379067 102 3600 1 4 -1 1 1 1 -1,8, 2019-06-28 06:24:49,3602.899065,3459.8927,3602.516089, False,3,5,269.999973,3402.250116
20170608T121529379067,103,3600,1, mFSTSP IP,1,-1, True, True,1,-1, main.py 20170608T121529379067 103 3600 1 1 -1 1 1 1 -1,8, 2019-06-28 07:24:52,4003.399612,4003.399612,68.397524, True,1,7,90,1998.383591
20170608T121529379067,103,3600,1, mFSTSP IP,2,-1, True, True,1,-1, main.py 20170608T121529379067 103 3600 1 2 -1 1 1 1 -1,8, 2019-06-28 07:26:01,3816.887472,3816.887472,29.773376, True,3,5,270.054566,1281.660399
20170608T121529379067,103,3600,1, mFSTSP IP,3,-1, True, True,1,-1, main.py 20170608T121529379067 103 3600 1 3 -1 1 1 1 -1,8, 2019-06-28 07:26:31,3816.832906,3816.832906,74.940442, True,3,5,270,3548.901568
20170608T121529379067,103,3600,1, mFSTSP IP,4,-1, True, True,1,-1, main.py 20170608T121529379067 103 3600 1 4 -1 1 1 1 -1,8, 2019-06-28 07:27:46,3816.832906,3816.832906,91.215426, True,3,5,270,2046.964444
20170608T121529379067,104,3600,1, mFSTSP IP,1,-1, True, True,1,-1, main.py 20170608T121529379067 104 3600 1 1 -1 1 1 1 -1,8, 2019-06-28 07:29:18,3617.483771,3617.483771,93.71709, True,2,6,150,37.897417
20170608T121529379067,104,3600,1, mFSTSP IP,2,-1, True, True,1,-1, main.py 20170608T121529379067 104 3600 1 2 -1 1 1 1 -1,8, 2019-06-28 07:30:52,3602.899092,3602.899092,92.360438, True,3,5,240,1628.493954
20170608T121529379067,104,3600,1, mFSTSP IP,3,-1, True, True,1,-1, main.py 20170608T121529379067 104 3600 1 3 -1 1 1 1 -1,8, 2019-06-28 07:32:25,3602.899092,3602.899092,1614.03407, True,3,5,270,4410.550169
